id_unidade;nome_unidade;nome_abreviado_unidade;email_unidade;email_unidade_2;email_unidade_3;telefone_1_unidade;telefone_2_unidade;cie_prodesp_unidade;nome_prodesp_sed;conveniada;nome_unidade_SOMAR;id_unidade_SOMAR;transporte_grupo_atendimento;endereco;endereco_numero;endereco_complemento;endereco_bairro;endereco_cep;regiao_SE_descricao;endereco_google;terreno;latitude;longitude;modalidade;Niveis_Integral;Niveis_Parcial;Niveis_Noite;unidades_dif_acesso
520;Projeto Crianca 1, Associacao;Proj Crianca 1;adm.graoesperanca1@gmail.com;;;6021-5853;;10321;Associacao Projeto Crianca;0;Creche Parceira PROJETO CRIANÇA I;682;G3;Rua Genival Francisco da Silva;21;;Montanhão;09790-705;;-23.7355 -46.53295;;-237.355;-4.653.295;CC;Berçário Inicial,Berçário Final,Infantil I;;;
143;Ramiro Goncalez Fernandes, EMEB Prof.;Ramiro Goncalez;ramiro.goncalez@saobernardo.sp.gov.br;;;4178-3235;;278506;RAMIRO GONCALEZ FERNANDES EMEB;0;Ramiro Gonçalez Fernandes, Professor - EMEB;126;G3;Rua Nigeria;80;;Taboao;09671-040;Taboão;-23.66630 -46.60807;12;-2.366.630;-4.660.807;F;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;EJA;136 OR 143
524;Regina Dulce Donadelli Pinto,EMEB;Regina Dulce;dulce.donadelli@saobernardo.sp.gov.br;;;;;10917;REGINA DULCE DONADELLI PINTO EMEB;0;Regina Dulce Donadelli Pinto - EMEB;588;;Rua Tiradentes;1845;;Santa Terezinha;09780-265;;-23.72604 -46.53239;1;-2.372.604;-4.653.239;<>;Infantil IV,Infantil V;;;213 OR 214 OR 524 OR 525
213;Regina Rocco Casa I, EMEB;Regina Rocco 1;ceu.reginarocco1@saobernardo.sp.gov.br;;;2630-9500;41257041 - 43305594;469750;REGINA ROCCO BLOCO I EMEB;0;Regina Rocco Casa I - EMEB;574;G1;Rua Tiradentes;1853;Acesso pela Via Interna;Santa Terezinha;09780-265;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.72484 -46.52999;1;-2.372.484;-4.652.999;CI;Berçário Inicial,Berçário Final,Infantil I,Infantil II,Infantil III,Infantil IV,Infantil V;;;213 OR 214 OR 524 OR 525
214;Regina Rocco Casa II, EMEB;Regina Rocco 2;ceu.reginarocco2@saobernardo.sp.gov.br;;;4330-4691;;469762;REGINA ROCCO BLOCO II EMEB;0;Regina Rocco Casa II - EMEB;572;G1;Rua Tiradentes;1853;Acesso pela Via Interna;Santa Terezinha;09780-265;Vila São Pedro, Vila Esperança e Jardim Irajá;-23.72486 -46.52760;1;-2.372.486;-4.652.760;CIF;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;213 OR 214 OR 524 OR 525
144;Roberto Montanheiro, EMEB Pastor;Roberto Montanheiro;roberto.montanheiro@saobernardo.sp.gov.br;;;4367-4716;;230029;ROBERTO MONTANHEIRO PASTOR EMEB;0;Roberto Montanheiro, Pastor - EMEB;127;G3;Rua Ida Leoni Cleto;10;;Jd Orlandina;09632-000;Rudge Ramos;-23.65780 -46.56504;;-2.365.780;-4.656.504;C;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
2;Rolando Ramaccioti, EMEBE;Rolando Ramaccioti;rolando.ramacciotti@saobernardo.sp.gov.br;;;4123-4108;;79078;ROLANDO RAMACCIOTTI EMEBE;0;Rolando Ramacciotti - EMEBE;128;G3;Rua Warner;300;;Copacabana, Jardim;09608-040; Vila Euclides e Vila Marlene;-23.67277 -46.56574;;-2.367.277;-4.656.574;E;;Especial;;
145;Rosa de Pacce dos Santos, EMEB Profa.;Rosa de Pacce;rosa.pacce@saobernardo.sp.gov.br;;;4351-4629;;229891;ROSA DE PACCE DOS SANTOS PROFA EMEB;0;Rosa de Pacce dos Santos, Professora - EMEB;129;G6;Rua dos Pinheiros;84;;Jardim Ipe (Bairros dos Casa);09840-170;Ipê, Jd. Detroit e Divinéia;-23.73908 -46.57008;;-2.373.908;-4.657.008;C;Infantil I,Infantil II;;;
146;Rui Barbosa, EMEB;Rui Barbosa;rui.barbosa@saobernardo.sp.gov.br;;;4125-5222;;50994;RUI BARBOSA EMEB;0;Rui Barbosa - EMEB;130;G5;Rua Braga;20;;Centro;09725-160;Centro;-23.70823 -46.55692;;-2.370.823;-4.655.692;I;;Infantil II,Infantil III,Infantil IV,Infantil V;;
147;Sadao Higuchi ,EMEB;Sadao Higuchi;sadao.higuchi@saobernardo.sp.gov.br;;;4341-7841;;430092;SADAO HIGUCHI EMEB;0;Sadao Higuchi - EMEB;390;G3;Rua Cabral da Camara;300;;Planalto;09895-280;Planalto;-23.70519 -46.57196;;-2.370.519;-4.657.196;C;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
148;Salvador Gori, EMEB Prof.;Salvador Gori;salvador.gori@saobernardo.sp.gov.br;;;4392-3974;;217621;SALVADOR GORI PROF EMEB;0;Salvador Gori, Professor - EMEB;131;G3;Estrada Particular Fukutaro Yida;700;;Jd. Uenoyama - Cooperativa;09852-060;Cooperativa;-23.71962 -46.59521;;-2.371.962;-4.659.521;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
149;Sandra Cruz Martins Freitas, EMEB Profa.;Sandra Cruz;sandra.mfreitas@saobernardo.sp.gov.br;;;4347-6963;;229921;SANDRA CRUZ MARTINS FREITAS PROFA EMEB;0;Sandra Cruz Martins Freitas, Professora - EMEB;132;G2;Rua Valdomiro Luiz;181;;Jd. Nossa Senhora de Fatima;09820-340;Terra Nova e Jd. Nossa Senhora de Fátima;-23.74427 -46.56532;3;-2.374.427;-4.656.532;I;Infantil III,Infantil IV,Infantil V;;;3 OR 149 OR 168
330;Santa Clara, Creche - Inst Dom Decio Pereira 3;Santa Clara CC;crechesantaclara@institutodomdecio.org.br;creche.domdecio3@emeb.saobernardo.sp.gov.br;;4330-5148;4338-3737;6465;CRECHE SANTA CLARA - INSTITUTO DOM DÉCIO PEREIRA;1;Creche Parceira SANTA CLARA;657;G1;Rua Setimo Guazzelli;113;;Jd Trieste;760-600;Jardim Farina, Parque São Bernardo e Alto Industrial;-23.70363 -46.53467;14;-2.370.363;-4.653.467;CC;Berçário Inicial,Berçário Final,Infantil I;;;
514;Santa Teresinha, Creche (Corintinha);Sta Terezinha;crechesantateresinha@institutodomdecio.org.br;;;41098967;987170569;9590;CRECHE SANTA TERESINHA - INSTITUTO DOM DECIO PEREIRA;0;Creche Parceira SANTA TERESINHA;673;G3;Rua Guilherme Lorenzoni;504;;Alves Dias;09851-020;Cooperativa;-23.72018 -46.58516;;-2.372.018;-4.658.516;CC;Berçário Final,Infantil I,Infantil II;;;
150;Santos Dumont, EMEB;Santos Dumont;santos.dumont@saobernardo.sp.gov.br;;;4122-4611;;51111;SANTOS DUMONT EMEB;0;Santos Dumont - EMEB;134;G1;Rua Dr.  Amancio de Carvalho;161;;Baeta neves;09751-470;Baeta Neves;-23.68645 -46.54318;;-2.368.645;-4.654.318;I;Infantil III,Infantil IV,Infantil V;;;
328;Shekinah I, Creche (Pequeninos do Futuro) (nova);Shekinah 1 - CC;monica@ab-shekinah.org.br;assistente@ab-shekinah.org.br;;2758-0779;;6255;CRECHE PEQUENINOS DO FUTURO I;1;Creche Parceira SHEKINAH I;654;G3;Avenida Taboao;3972;;Taboao;09657-000;Taboão;-23.66411 -46.60733;;-2.366.411;-4.660.733;CC;Infantil I,Infantil II;;;
188;Shekinah II, Creche (Pequeninos do Futuro);Shekinah 2 CC;direcao@ab-shekinah.org.br;coordenacao@ab-shekinah.org.br;;4361-1569;2758-0778;291869;CRECHE PEQUENINOS DO FUTURO - UNIDADE II;1;Creche Parceira SHEKINAH II;420;G3;Rua Fabio da Silva Prado,;115;;Vila Florida;;Taboão;-23.65887 -46.59697;;-2.365.887;-4.659.697;CC;Infantil I,Infantil II;;;
153;Sonia Regina Hernandez de Lima, EMEB Profa.;Sonia Regina;sonia.regina@saobernardo.sp.gov.br;;;4101-7011;;282030;SONIA REGINA HERNANDEZ DE LIMA PROFA EMEB;0;Sônia Regina Hernandez de Lima, Professora - EMEB;137;G4;Rua Antonio Demarchi-Gaia;4;;Bairro dos Fincos;09831-420;Parque Estoril, Riacho Grande e Finco;-23.79225 -46.53742;;-2.379.225;-4.653.742;C;Infantil I,Infantil II;;;
154;Suzete Aparecida de Campos, EMEB Profa.;Suzete Aparecida;suzete.aparecida@saobernardo.sp.gov.br;;;4397-5010;;242073;SUZETE APARECIDA DE CAMPOS PROFA EMEB;0;Suzete Aparecida de Campos, Professora - EMEB;138;G4;Rua Marcilio Conrado;350;;Riacho Grande;09830-291;Parque Estoril, Riacho Grande e Finco;-23.78314 -46.52867;;-2.378.314;-4.652.867;FE;;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;EJA;
155;Sylvia Marilena Fantacin Zanetti, EMEB Profa.;Sylvia Zanetti;sylvia.marilena@saobernardo.sp.gov.br;;;4361-8630;;81991;SYLVIA MARILENA FANTACINI ZANETTI PROFA EMEB;0;Sylvia Marilena Fantacini Zanetti, Professora - EMEB;139;G3;Rua Silas de Oliveira;92;;Chacara Sergipe;09894-050;Jordanópolis;-23.67846 -46.57756;10;-2.367.846;-4.657.756;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;75 OR 155
9;Tarsila do Amaral, EMEB;Tarsila Amaral;tarsila.amaral@saobernardo.sp.gov.br;;;4104-4319;;430067;TARSILA DO AMARAL EMEB;0;Tarsila do Amaral - EMEB;395;G3;Rua Alexandre Bonicio;259-275;;Alves Dias;09850-450;Alves Dias;-23.72091 -46.58282;7;-2.372.091;-4.658.282;C;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
156;Teotonio Vilela, EMEB Senador;Teotonio Vilela;teotonio.vilela@saobernardo.sp.gov.br;;;4109-2910;;282935;TEOTONIO VILELA SENADOR EMEB;0;Teotônio Vilela, Senador - EMEB;140;G6;Rua Mathilde Ferrai Marcon;30;;Dos Casa;09840-360;Ipê, Jd. Detroit e Divinéia;-23.74333 -46.56992;;-2.374.333;-4.656.992;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
157;Tereza Delta, EMEB Prefeita;Tereza Delta;tereza.delta@saobernardo.sp.gov.br;;;4347-6180;;90748;TEREZA DELTA EMEB;0;Tereza Delta - EMEB;141;G2;Rua Jose D'angelo;595;;Terra Nova II - Demarchi;09820-670;Terra Nova e Jd. Nossa Senhora de Fátima;-23.74700 -46.54966;;-2.374.700;-4.654.966;I;Infantil III,Infantil IV,Infantil V;;;
158;Thales de Andrade, EMEB;Thales de Andrade;thales.andrade@saobernardo.sp.gov.br;;;4343-6354;;50751;THALES DE ANDRADE EMEB;0;Thales de Andrade - EMEB;143;G3;Rua  Australia;80;;Jd. Santo Inacio - Independencia;09861-390;Jd. Santo Ignácio;-23.70705 -46.58706;;-2.370.705;-4.658.706;I;Infantil III,Infantil IV,Infantil V;;;15 OR 100 OR 158
160;Valderez Avelino de Souza, EMEB;Valderez Avelino;valderez.avelino@saobernardo.sp.gov.br;;;4351-4600;;229878;VALDEREZ AVELINO DE SOUZA EMEB;0;Valderez Avelino de Souza - EMEB;146;G3;Rua Lazaro Zamenhoff;110;;Jd. Brasilandia - Assuncao;09861-670;Alves Dias;-23.71618 -46.58227;8;-2.371.618;-4.658.227;C;Berçário Final,Infantil I,Infantil II;;;27 OR 160
219;Valter Carmona, Creche (Ferrazopolis II);Valter Carmona;valter.carmona@saobernardo.sp.gov.br;;;26305210;;4324;VALTER CARMONA EMEB;0;Valter Carmona - EMEB;584;G2;Avenida Jose Arthur da Frota Moreira;41;;Ferrazopolis;09790-190;Ferrazópolis;-23.72591 -46.54822;;-2.372.591;-4.654.822;C;Berçário Inicial,Berçário Final,Infantil I,Infantil II;;;
161;Vicente de Carvalho, EMEB;Vicente Carvalho;vicente.carvalho@saobernardo.sp.gov.br;;;4178-7433;;50878;VICENTE DE CARVALHO EMEB;0;Vicente de Carvalho - EMEB;148;G3;Rua Xavier de Toledo;481;;Vl. Leonina - Pauliceia;09692-030;Paulicéia;-23.67053 -46.58490;11;-2.367.053;-4.658.490;I;Infantil III,Infantil IV,Infantil V;;;24 OR 161
162;Vicente Zammite Mammana, EMEB Dr;Vicente Zammite;vicente.zammite@saobernardo.sp.gov.br;;;4341-8559;;217633;VICENTE ZAMMITE MAMMANA DR EMEB;0;Vicente Zammite Mammana, Doutor - EMEB;149;G3;Rua Oscarito;25;;Planalto;09890-040;Planalto;-23.69454 -46.57001;;-2.369.454;-4.657.001;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
202;Vincenza, Lar Madre;Madre Vicenza CC;vincenzamadre@gmail.com;;;4125-6381;;292138;ASSOCIAÇÃO EDUCATIVA MADRE VINCENZA;1;Creche Parceira LAR MADRE VINCENZA;413;G1;Rua Angatuba;87;;Baeta Neves;;Baeta Neves;-23.68734 -46.54428;;-2.368.734;-4.654.428;CC;Infantil I,Infantil II;;;
163;Vinicius de Moraes, EMEB;Vinicius Morais;vinicius.moraes@saobernardo.sp.gov.br;;;4127-5355;;50957;VINICIUS DE MORAES EMEB;0;Vinícius de Moraes - EMEB;150;G5;Rua Nuncio Interlich;30;;Jd. Portugal -Santa Terezinha;09770-250;Centro;-23.71536 -46.54232;;-2.371.536;-4.654.232;I;;Infantil III,Infantil IV,Infantil V;;
164;Viriato Correia, EMEB;Viriato Correia;viriato.correia@saobernardo.sp.gov.br;;;4368-2289;;217748;VIRIATO CORREIA EMEB;0;Viriato Correia - EMEB;151;G3;Rua Brasil;430;;Vl. Vivaldi - Rudge Ramos;09627-000;Rudge Ramos;-23.66068 -46.56442;;-2.366.068;-4.656.442;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
165;Vital Brasil, EMEB;Vital Brasil;vital.brasil@saobernardo.sp.gov.br;;;4368-2533;;51020;VITAL BRASIL EMEB;0;Vital Brasil - EMEB;152;G3;Rua Brasil;748;;Vl. Vivaldi - Rudge Ramos;09627-000;Rudge Ramos;-23.65817 -46.56639;;-2.365.817;-4.656.639;I;;Infantil III,Infantil IV,Infantil V;;
166;Waldemar Canciani, EMEB Prof.;Waldemar Canciani;waldemar.canciani@saobernardo.sp.gov.br;;;4337-9264;;242044;WALDEMAR CANCIANI PROF EMEB;0;Waldemar Canciani, Professor - EMEB;153;G2;Rua Mato Grosso;86;;Pq. Imigrantes - Battistini;09843-400;Jd. Represa, Parque Los Angeles e Parque Imigrantes;-23.76981 -46.59003;;-2.376.981;-4.659.003;FE;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;
167;Zoraida Aparecida Ramos, EMEB Profa;Zoraida Aparecida;zoraida.ramos@saobernardo.sp.gov.br;;;4337-9925;;430109;ZORAIDA APARECIDA RAMOS PROFESSORA EMEB;0;Zoraida Aparecida Ramos, Professora - EMEB;400;G3;R. Leonardo Martins Neto;1086;;Alvarenga;09850-020;Jd. Thelma e Jd. Cláudia;-23.73474 -46.57875;;-2.373.474;-4.657.875;C;Berçário Final,Infantil I,Infantil II;;;
528;Tres Marias, EMEB;Tres Marias;tres.marias@saobernardo.sp.gov.br;;;2363-3772;2363-3773;;;;;;;Rua Centauro (CJ Hab 3 Marias);190;;Cooperativa;09852-205;;-23.72089 -46.59176;6;-2372089;-4.659.176;F;1º Ano,2º Ano,3º Ano,4º Ano,5º Ano;;;210 OR 528
